# r f_numeric f_exact abs_error
0.29175240851128575 0.21792435540556879 0.21792546878288563 1.1133773168414685e-06
0.29278649608416774 0.21847073036265011 0.21847184819199006 1.1178293399527472e-06
0.29382101366510976 0.21901596944655569 0.21901709173515327 1.1222885975825658e-06
0.29485596257561381 0.21956007388743382 0.21956120064256163 1.1267551278115739e-06
0.29589134414097901 0.22010304491217803 0.22010417614114691 1.1312289688869548e-06
0.296927159690418 0.22064488374448096 0.22064601945463999 1.135710159028136e-06
0.29796341055696263 0.22118559160477766 0.22118673180351425 1.140198736593323e-06
0.29900009807753231 0.22172516971027428 0.22172631440501422 1.1446947399407215e-06
0.30003722359295226 0.22226361927495025 0.22226476847315788 1.1491982076228258e-06
0.30107478844791663 0.22280094150953189 0.22280209521871 1.1537091781088638e-06
0.3021127939910308 0.2233371376215072 0.22333829584919723 1.1582276900345967e-06
0.30315124157482493 0.22387220881512562 0.22387337156890771 1.162753782091297e-06
0.30419013255577937 0.22440615629140381 0.22440732357889681 1.1672874929979926e-06
0.30522946829429881 0.22493898124810499 0.2249401530769666 1.1718288616124894e-06
0.30626925015474965 0.22547068487975092 0.22547186125767776 1.1763779268481045e-06
0.30730947950546122 0.22600126837761528 0.22600244931234295 1.1809347276736659e-06
0.30835015771874608 0.22653073292972656 0.22653191842902967 1.185499303113513e-06
0.30939128617091005 0.22705907972086595 0.22706026979255822 1.1900716922752519e-06
0.31043286624222965 0.22758630993254853 0.22758750458448285 1.1946519343219997e-06
0.31147489931702094 0.22811242474305077 0.22811362398311932 1.1992400685556515e-06
0.3125173867836194 0.22863742532739303 0.22863862916352737 1.2038361343336135e-06
0.3135603300343805 0.22916131285733246 0.22916252129750347 1.2084401710132919e-06
0.31460373046571521 0.22968408850137348 0.22968530155359154 1.2130522180631154e-06
0.31564758947810839 0.23020575342476954 0.23020697109708463 1.2176723150902902e-06
0.31669190847609513 0.2307263087895039 0.23072753109000552 1.222300501618756e-06
0.31773668886829715 0.23124575575430031 0.23124698269111774 1.2269368174222528e-06
0.31878193206741018 0.23176409547460944 0.23176532705591169 1.2315813022467648e-06
0.31982763949023812 0.23228132910261837 0.23228256533661432 1.2362339959492985e-06
0.32087381255770198 0.23279745778724759 0.232798698682186 1.2408949384146162e-06
0.32192045269485287 0.23331248267414983 0.2333137282383195 1.2455641696662578e-06
0.3229675613308563 0.23382640490569512 0.23382765514742482 1.2502417297000079e-06
0.32401513989903913 0.23433922562098608 0.23434048054864484 1.2549276587614511e-06
0.32506318983687793 0.23485094595584502 0.23485220557784198 1.2596219969573941e-06
0.32611171258601579 0.23536156704281455 0.23536283136759922 1.2643247846721994e-06
0.32716070959227711 0.23587109001115739 0.23587235904721954 1.2690360621514518e-06
0.32821018230568538 0.23637951598685733 0.2363807897427273 1.2737558699738027e-06
0.32926013218044758 0.23688684609260438 0.23688812457685293 1.2784842485513703e-06
0.33031056067499198 0.23739308144780549 0.23739436466904404 1.2832212385460728e-06
0.33136146925196969 0.23789822316857773 0.23789951113545826 1.2879668805365618e-06
0.33241285937826781 0.23840227236774714 0.23840356508896246 1.2927212153235335e-06
0.33346473252500886 0.23890523015484094 0.23890652763912465 1.2974842837076839e-06
0.3345170901675677 0.2394070976360882 0.23940839989221482 1.3022561266284871e-06
0.33556993378559452 0.23990787591442322 0.23990918295120817 1.3070367849421505e-06
0.33662326486301675 0.24040756608947886 0.2404088779157787 1.3118262998379482e-06
0.3376770848880461 0.24090616925758243 0.24090748588229477 1.316624712338621e-06
0.33873139535318481 0.24140368651175118 0.24140500794381486 1.3214320636889543e-06
0.33978619775525598 0.24190011894169891 0.24190144519009413 1.3262483952170001e-06
0.34084149359539756 0.24239546763382583 0.242396798707574 1.3310737481675439e-06
0.34189728437908007 0.24288973367121913 0.24289106957938322 1.3359081640906822e-06
0.34295357161610102 0.24338291813364304 0.2433842588853275 1.3407516844532452e-06
0.34401035682061293 0.24387502209754436 0.24387636770189519 1.345604350833085e-06
0.34506764151115432 0.24436604663605926 0.24436739710226421 1.3504662049468319e-06
0.34612542721061301 0.2448559928189887 0.24485734815627724 1.3553372885388715e-06
0.34718371544626969 0.2453448617128112 0.24534622193045466 1.3602176434646118e-06
0.34824250774979459 0.24583265438067359 0.24583401948798522 1.3651073116349721e-06
0.34930180565726859 0.24631937188239347 0.24632074188872846 1.3700063349886271e-06
0.35036161070917288 0.2468050152744467 0.24680639018920239 1.3749147556862962e-06
0.35142192445042736 0.2472895856099776 0.24729096544259346 1.3798326158609431e-06
0.35248274843037669 0.24777308393878505 0.24777446869874281 1.3847599577565539e-06
0.35354408420282885 0.24825551130733253 0.24825690100415615 1.3896968236171148e-06
0.35460593332604412 0.24873686875873552 0.24873826340199148 1.3946432559641675e-06
0.35566829736273725 0.24921715733275504 0.24921855693205228 1.3995992972359872e-06
0.35673117788011005 0.24969637806580489 0.24969778263079487 1.4045649899818713e-06
