# eps energy abs_error converged
0.001 -0.50000851836055515 8.518360555154203e-06 1
0.00029999999999999997 -0.49998100731521844 1.8992684781560243e-05 1
0.0001 -0.49997623931616553 2.3760683834472829e-05 1
3.0000000000000001e-05 -0.49997529629617921 2.4703703820794232e-05 1
1.0000000000000001e-05 -0.49997513819485906 2.4861805140941051e-05 1
