# rmin energy abs_error converged
0.10000000000000001 -0.5018257309868932 0.0018257309868932037 1
0.050000000000000003 -0.50021414797753105 0.00021414797753105397 1
0.01 -0.49997708018869169 2.2919811308308446e-05 1
0.0050000000000000001 -0.49997534822672607 2.4651773273931532e-05 1
0.001 -0.49997510243207222 2.4897567927784081e-05 1
0.00050000000000000001 -0.49997510116547345 2.4898834526554392e-05 1
0.0001 -0.49997510191053152 2.4898089468483597e-05 1
