# acc energy abs_error converged
0.001 -0.50002176869660619 2.1768696606194737e-05 1
0.00029999999999999997 -0.49998295638710266 1.7043612897338356e-05 1
0.0001 -0.49997649576514969 2.3504234850313388e-05 1
3.0000000000000001e-05 -0.49997529666870827 2.4703331291731079e-05 1
1.0000000000000001e-05 -0.49997512582689529 2.4874173104705299e-05 1
