# phi u x y
54.5407 1.29814 -0.326145 -0.697885
54.6257 1.33202 -0.258983 -0.704657
54.7109 1.36372 -0.193461 -0.70731
54.7963 1.39299 -0.129603 -0.706085
54.882 1.4196 -0.0674183 -0.701191
54.9679 1.44333 -0.00691027 -0.692807
55.054 1.46399 0.0519239 -0.681088
55.1402 1.4814 0.109089 -0.666163
55.2266 1.49542 0.164588 -0.648136
55.313 1.50593 0.218423 -0.627092
55.3996 1.51282 0.270591 -0.603094
55.4863 1.51605 0.321081 -0.576186
55.573 1.51558 0.369875 -0.546394
55.6596 1.51141 0.416945 -0.51373
55.7463 1.50357 0.462252 -0.478186
55.833 1.49212 0.505745 -0.439742
55.9195 1.47716 0.547356 -0.398364
56.006 1.45882 0.587001 -0.354004
56.0923 1.43724 0.624579 -0.306603
56.1785 1.41261 0.659966 -0.256092
56.2645 1.38512 0.693013 -0.202389
56.3503 1.35499 0.723545 -0.145411
56.4359 1.32247 0.751358 -0.0850636
56.5213 1.28782 0.776212 -0.0212552
56.6064 1.25131 0.79783 0.0461055
56.6912 1.21322 0.815893 0.117102
56.7758 1.17383 0.830036 0.191804
56.86 1.13345 0.839846 0.27026
56.9439 1.09237 0.844857 0.352484
57.0275 1.05089 0.844548 0.438447
57.1108 1.0093 0.838342 0.528059
57.1937 0.967886 0.825608 0.621153
57.2762 0.926938 0.805669 0.717462
57.3584 0.886727 0.777804 0.816594
57.4402 0.847513 0.74127 0.918007
57.5216 0.809545 0.69532 1.02098
57.6026 0.773057 0.639237 1.12458
57.6832 0.738266 0.572374 1.22765
57.7634 0.705371 0.494203 1.32877
57.8432 0.674554 0.404386 1.42624
57.9226 0.645978 0.302839 1.51813
58.0016 0.619785 0.189809 1.60226
58.0801 0.596099 0.065953 1.67628
58.1583 0.575025 -0.0676032 1.73774
58.2362 0.556649 -0.209223 1.78424
58.3137 0.541038 -0.356753 1.81354
58.3909 0.528247 -0.507561 1.82374
58.4678 0.518311 -0.65862 1.81345
58.5446 0.511257 -0.806647 1.78188
58.6211 0.5071 -0.948273 1.72903
58.6976 0.505844 -1.08024 1.65565
58.774 0.507489 -1.19958 1.56327
58.8504 0.512026 -1.3038 1.4541
58.927 0.519439 -1.39103 1.33088
59.0036 0.529705 -1.46006 1.19674
59.0806 0.542792 -1.51037 1.05497
59.1577 0.558656 -1.54212 0.908842
59.2352 0.577242 -1.55606 0.761454
59.313 0.598478 -1.55338 0.615584
59.3911 0.622278 -1.53562 0.47361
59.4696 0.648537 -1.50455 0.337463
59.5485 0.677133 -1.46201 0.208624
59.6278 0.707924 -1.40983 0.0881479
59.7075 0.740751 -1.34978 -0.0232911
59.7876 0.775436 -1.28349 -0.125344
59.8681 0.811781 -1.21243 -0.217925
59.949 0.849575 -1.13788 -0.301155
60.0303 0.888588 -1.06096 -0.375305
60.1119 0.928576 -0.982591 -0.440755
60.1939 0.969283 -0.903565 -0.497952
60.2763 1.01044 -0.824511 -0.547379
60.3591 1.05177 -0.74594 -0.589534
60.4422 1.09299 -0.668254 -0.624911
60.5256 1.13382 -0.591765 -0.653988
60.6093 1.17395 -0.516707 -0.677217
60.6933 1.2131 -0.443256 -0.69502
60.7777 1.25098 -0.371534 -0.707786
60.8623 1.28731 -0.301626 -0.715866
60.9472 1.3218 -0.233585 -0.71958
61.0323 1.3542 -0.167441 -0.719209
61.1177 1.38425 -0.103206 -0.715005
61.2033 1.4117 -0.04088 -0.707185
61.2891 1.43634 0.0195449 -0.695939
61.3751 1.45797 0.0780803 -0.681428
61.4613 1.4764 0.134739 -0.663788
61.5476 1.49147 0.189533 -0.643131
61.6341 1.50307 0.242471 -0.619546
61.7207 1.51109 0.293554 -0.593103
61.8073 1.51545 0.342779 -0.563853
61.894 1.51612 0.390131 -0.531828
61.9807 1.51309 0.435588 -0.497045
62.0673 1.50637 0.479113 -0.459505
62.154 1.49602 0.520658 -0.419195
62.2406 1.48214 0.56016 -0.376089
62.3271 1.46482 0.597536 -0.330147
62.4135 1.44422 0.632688 -0.281322
62.4997 1.42051 0.665495 -0.229554
62.5858 1.39387 0.69581 -0.174774
62.6716 1.36454 0.723465 -0.116911
62.7573 1.33273 0.748256 -0.0558857
62.8427 1.29871 0.76995 0.00837927
62.9279 1.26274 0.788278 0.0759588
63.0128 1.2251 0.802927 0.14692
63.0975 1.18608 0.813545 0.221314
63.1818 1.14598 0.81973 0.29917
63.2658 1.10508 0.821031 0.380488
63.3495 1.06369 0.816948 0.465218
63.4329 1.0221 0.806925 0.553258
63.5159 0.980604 0.79036 0.644425
63.5985 0.939484 0.766603 0.738442
63.6808 0.899017 0.734972 0.834916
63.7627 0.859469 0.69476 0.933307
63.8443 0.821092 0.645264 1.0329
63.9254 0.784124 0.585811 1.1328
64.0061 0.748788 0.515797 1.23186
64.0864 0.715289 0.434742 1.32872
64.1664 0.683814 0.342344 1.42175
64.2459 0.654531 0.238553 1.50907
64.325 0.62759 0.123644 1.58859
64.4037 0.60312 -0.00171345 1.65804
64.482 0.581232 -0.136389 1.71507
64.56 0.562017 -0.278753 1.75734
64.6376 0.545548 -0.426664 1.78267
64.7149 0.531884 -0.577504 1.78922
64.7919 0.521065 -0.728263 1.7756
64.8687 0.513122 -0.875661 1.74105
64.9453 0.508071 -1.01633 1.68553
65.0217 0.505922 -1.14699 1.60976
65.0981 0.506674 -1.26466 1.51524
65.1746 0.510321 -1.36682 1.40415
65.2511 0.51685 -1.45156 1.27922
65.3277 0.526241 -1.51767 1.14355
65.4045 0.538463 -1.56463 1.00045
65.4816 0.553477 -1.59261 0.85321
65.559 0.571232 -1.60239 0.704958
65.6367 0.59166 -1.59522 0.558505
65.7147 0.614681 -1.57271 0.41626
65.7931 0.640194 -1.53669 0.280178
65.8719 0.668084 -1.4891 0.151758
65.9511 0.698216 -1.43186 0.0320596
66.0306 0.730434 -1.36681 -0.078249
66.1106 0.764566 -1.29565 -0.178834
66.191 0.800423 -1.2199 -0.269632
66.2717 0.837794 -1.1409 -0.350795
66.3529 0.876457 -1.0598 -0.422625
66.4344 0.916172 -0.977559 -0.485539
66.5163 0.956685 -0.894978 -0.540016
66.5986 0.997733 -0.8127 -0.586574
66.6813 1.03904 -0.731237 -0.625745
66.7642 1.08033 -0.650992 -0.658051
66.8475 1.1213 -0.572269 -0.683997
66.9312 1.16168 -0.495295 -0.70406
67.0151 1.20116 -0.420235 -0.718682
67.0994 1.23946 -0.347199 -0.728271
67.1839 1.2763 -0.276261 -0.733195
67.2687 1.31139 -0.20746 -0.733787
67.3538 1.34446 -0.140813 -0.730342
67.4391 1.37526 -0.0763208 -0.72312
67.5246 1.40353 -0.0139719 -0.71235
67.6104 1.42906 0.0462522 -0.698228
67.6963 1.45164 0.104373 -0.680924
67.7825 1.47107 0.160414 -0.660579
67.8688 1.4872 0.214393 -0.637311
67.9552 1.49988 0.266328 -0.611217
68.0417 1.50901 0.316226 -0.582371
68.1283 1.5145 0.36409 -0.55083
68.215 1.51631 0.409911 -0.516631
68.3017 1.51441 0.453671 -0.479799
68.3884 1.50883 0.495338 -0.44034
68.475 1.49959 0.534868 -0.398249
68.5616 1.48679 0.5722 -0.353507
68.6482 1.47051 0.607255 -0.306085
68.7346 1.45091 0.639939 -0.255942
68.8209 1.42813 0.670134 -0.20303
68.907 1.40238 0.697697 -0.147292
68.9929 1.37385 0.722463 -0.0886681
69.0787 1.34277 0.744234 -0.0270931
69.1642 1.30941 0.762784 0.0374962
69.2494 1.27401 0.777848 0.105159
69.3344 1.23686 0.789125 0.175947
69.4191 1.19823 0.796272 0.249894
69.5036 1.15843 0.798901 0.327013
69.5877 1.11774 0.796577 0.407284
69.6715 1.07647 0.788818 0.490645
69.7549 1.03491 0.775091 0.576975
69.8381 0.993357 0.754821 0.666081
69.9208 0.952091 0.727388 0.757679
70.0032 0.911395 0.692142 0.851369
70.0853 0.871536 0.648416 0.946615
70.1669 0.832773 0.595547 1.04272
70.2482 0.795346 0.532904 1.13879
70.329 0.759485 0.459927 1.23374
70.4095 0.725399 0.376177 1.32623
70.4895 0.693282 0.281389 1.4147
70.5691 0.663307 0.175546 1.49734
70.6484 0.63563 0.0589445 1.57214
70.7272 0.610386 -0.0677327 1.63691
70.8056 0.587692 -0.203354 1.68938
70.8837 0.567645 -0.346296 1.72729
70.9614 0.550324 -0.494436 1.74855
71.0388 0.53579 -0.645172 1.75134
71.1159 0.524092 -0.795511 1.73432
71.1927 0.515261 -0.942184 1.69672
71.2694 0.509318 -1.08182 1.63849
71.3459 0.506274 -1.21112 1.56033
71.4223 0.506133 -1.3271 1.46371
71.4987 0.50889 -1.4272 1.35077
71.5752 0.514534 -1.50948 1.22421
71.6518 0.523045 -1.57271 1.08714
71.7286 0.534399 -1.61637 0.942857
71.8056 0.548558 -1.64063 0.794677
71.8828 0.565475 -1.64631 0.645745
71.9604 0.585088 -1.63471 0.498904
72.0383 0.60732 -1.6075 0.35659
72.1166 0.632077 -1.5666 0.220784
72.1953 0.659249 -1.51402 0.0929962
72.2743 0.688705 -1.45177 -0.02571
72.3538 0.720298 -1.38177 -0.134674
72.4336 0.753861 -1.30578 -0.233577
72.5139 0.789208 -1.2254 -0.322385
72.5945 0.826136 -1.14201 -0.401276
72.6756 0.864426 -1.0568 -0.470591
72.757 0.903843 -0.970755 -0.53078
72.8388 0.944138 -0.884699 -0.58236
72.921 0.985049 -0.799283 -0.625884
73.0035 1.02631 -0.715024 -0.661916
73.0864 1.06763 -0.632319 -0.69101
73.1696 1.10873 -0.551468 -0.713697
73.2531 1.14932 -0.47269 -0.730478
73.3369 1.18911 -0.396135 -0.741818
73.4211 1.22781 -0.321905 -0.748143
73.5055 1.26513 -0.250056 -0.749838
73.5903 1.30078 -0.180616 -0.747249
73.6753 1.33451 -0.113589 -0.740682
73.7605 1.36603 -0.0489621 -0.730409
73.846 1.39511 0.0132887 -0.716667
73.9317 1.42151 0.0731931 -0.699661
74.0176 1.44501 0.130784 -0.679565
74.1036 1.46543 0.186092 -0.656529
74.1899 1.48259 0.239148 -0.630676
74.2762 1.49635 0.289975 -0.602107
74.3627 1.50658 0.338589 -0.570902
74.4493 1.5132 0.384999 -0.537123
74.536 1.51615 0.429201 -0.500814
74.6227 1.51539 0.471184 -0.462004
74.7094 1.51094 0.51092 -0.420706
74.796 1.50282 0.548368 -0.376921
74.8827 1.49111 0.583473 -0.330639
74.9692 1.47589 0.61616 -0.281837
75.0557 1.45729 0.646338 -0.230484
75.142 1.43548 0.673892 -0.176542
75.2282 1.41062 0.698686 -0.119964
75.3142 1.38292 0.720558 -0.0607023
75.4 1.3526 0.739316 0.00129542
75.4856 1.31991 0.754739 0.066079
75.5709 1.28511 0.766572 0.133693
75.656 1.24847 0.774522 0.204173
75.7408 1.21027 0.778258 0.277538
75.8253 1.1708 0.777405 0.353784
75.9095 1.13035 0.771544 0.432875
75.9934 1.08923 0.760211 0.514734
76.077 1.04773 0.742898 0.599226
76.1602 1.00614 0.719054 0.686147
76.2431 0.964753 0.688088 0.775203
76.3256 0.923852 0.649385 0.865992
76.4077 0.883708 0.602313 0.957981
76.4895 0.84458 0.546249 1.05048
76.5709 0.806717 0.480601 1.14263
76.6519 0.77035 0.404853 1.23336
76.7324 0.735696 0.318603 1.32139
76.8126 0.702953 0.221624 1.4052
76.8924 0.672301 0.113926 1.48306
76.9717 0.643901 -0.00417251 1.55303
77.0507 0.617895 -0.131978 1.61301
77.1292 0.594404 -0.268361 1.66082
77.2074 0.573532 -0.411707 1.69428
77.2852 0.555364 -0.559911 1.71135
77.3627 0.539966 -0.710396 1.7103
77.4399 0.527391 -0.860185 1.68979
77.5168 0.517673 -1.00602 1.64908
77.5935 0.510839 -1.14454 1.5881
77.67 0.506903 -1.27244 1.50755
77.7465 0.505868 -1.38669 1.40884
77.8229 0.507733 -1.48472 1.2941
77.8994 0.512489 -1.56456 1.16601
77.9759 0.520119 -1.62495 1.02765
78.0526 0.530601 -1.66536 0.882321
78.1295 0.543901 -1.68598 0.733356
78.2067 0.559974 -1.68763 0.583919
78.2842 0.578764 -1.67167 0.436877
78.362 0.600199 -1.63985 0.294692
78.4402 0.624189 -1.59413 0.159365
78.5187 0.65063 -1.53663 0.0324174
78.5977 0.679398 -1.46943 -0.0850856
78.677 0.71035 -1.39453 -0.192493
78.7567 0.743325 -1.31379 -0.289506
78.8368 0.778143 -1.22884 -0.376116
78.9174 0.814606 -1.14113 -0.452535
78.9983 0.852501 -1.05189 -0.519141
79.0796 0.891597 -0.962127 -0.576419
79.1613 0.931649 -0.872686 -0.624927
79.2433 0.972399 -0.784228 -0.665253
79.3257 1.01358 -0.697272 -0.697994
79.4085 1.05491 -0.612216 -0.723736
79.4916 1.09611 -0.52935 -0.743038
79.575 1.13689 -0.448884 -0.756427
79.6588 1.17696 -0.370956 -0.764388
79.7429 1.21603 -0.295653 -0.767365
79.8272 1.2538 -0.223019 -0.765761
79.9119 1.29 -0.153066 -0.759934
79.9968 1.32434 -0.0857842 -0.750203
80.0819 1.35657 -0.0211465 -0.73685
80.1673 1.38643 0.0408835 -0.720119
80.253 1.41367 0.100348 -0.700222
80.3388 1.43809 0.157291 -0.677342
80.4248 1.45948 0.211755 -0.651632
80.511 1.47766 0.263778 -0.623221
80.5973 1.49248 0.313393 -0.592215
80.6838 1.50381 0.360625 -0.5587
80.7704 1.51155 0.405488 -0.522741
80.857 1.51563 0.447987 -0.484388
80.9437 1.51602 0.488114 -0.443674
81.0304 1.5127 0.525848 -0.400619
81.1171 1.50571 0.561153 -0.35523
81.2037 1.49509 0.593977 -0.307503
81.2903 1.48094 0.624252 -0.257423
81.3768 1.46337 0.65189 -0.204969
81.4631 1.44253 0.67678 -0.15011
81.5494 1.41858 0.698792 -0.0928106
81.6354 1.39174 0.717767 -0.0330331
81.7213 1.3622 0.733522 0.0292621
81.8069 1.33022 0.745843 0.0941118
81.8923 1.29604 0.754481 0.161547
81.9775 1.25993 0.759154 0.231589
82.0624 1.22218 0.759542 0.30424
82.147 1.18307 0.755284 0.379483
82.2313 1.14289 0.745979 0.457266
82.3153 1.10195 0.73118 0.537497
82.399 1.06053 0.710401 0.620028
82.4823 1.01894 0.683117 0.704644
82.5653 0.977461 0.648766 0.791045
82.6479 0.936381 0.606766 0.878825
82.7302 0.895975 0.55652 0.967455
82.8121 0.856508 0.497442 1.05626
82.8936 0.818229 0.42898 1.14439
82.9747 0.781378 0.350657 1.23081
83.0554 0.746174 0.262108 1.31429
83.1357 0.712823 0.163141 1.39336
83.2155 0.681509 0.0537926 1.46635
83.295 0.652399 -0.0656006 1.5314
83.3741 0.625642 -0.194337 1.5865
83.4528 0.601364 -0.331287 1.62955
83.5311 0.579676 -0.474853 1.65846
83.609 0.560667 -0.622948 1.67126
83.6866 0.54441 -0.773021 1.66627
83.7638 0.530961 -0.922119 1.6422
83.8408 0.52036 -1.067 1.59832
83.9176 0.512636 -1.20431 1.53456
83.9942 0.507806 -1.33073 1.45159
84.0707 0.505877 -1.44322 1.35082
84.1471 0.50685 -1.53917 1.23433
84.2235 0.510717 -1.61659 1.10477
84.3 0.517464 -1.67419 0.965221
84.3767 0.527071 -1.71141 0.818979
84.4535 0.539507 -1.72846 0.669376
84.5306 0.554732 -1.72617 0.519598
84.608 0.572692 -1.70594 0.372534
84.6857 0.59332 -1.66957 0.230668
84.7638 0.616534 -1.61913 0.0960167
84.8422 0.642233 -1.55678 -0.0298879
84.921 0.670298 -1.48471 -0.145982
85.0002 0.700594 -1.40501 -0.251626
85.0798 0.732964 -1.31958 -0.346543
85.1598 0.767234 -1.23015 -0.430753
85.2402 0.803213 -1.1382 -0.504502
85.321 0.840691 -1.04501 -0.568206
85.4022 0.879442 -0.951624 -0.622392
85.4838 0.919227 -0.858895 -0.667654
85.5657 0.95979 -0.767499 -0.70462
85.648 1.00087 -0.677957 -0.733922
85.7307 1.04218 -0.590664 -0.756177
85.8137 1.08346 -0.505903 -0.771972
85.897 1.1244 -0.423872 -0.78186
85.9807 1.16471 -0.344697 -0.786348
86.0646 1.20412 -0.268449 -0.785898
86.1489 1.24232 -0.195159 -0.780929
86.2335 1.27903 -0.124821 -0.771813
86.3183 1.31398 -0.0574126 -0.75888
86.4034 1.34688 0.00710899 -0.74242
86.4887 1.3775 0.0687938 -0.722687
86.5743 1.40557 0.127697 -0.699899
86.66 1.43089 0.183875 -0.674245
86.746 1.45323 0.237381 -0.645882
86.8321 1.47241 0.288263 -0.614946
86.9184 1.48828 0.336564 -0.581546
87.0049 1.5007 0.382316 -0.545771
87.0914 1.50955 0.425542 -0.507692
87.178 1.51477 0.466254 -0.467363
87.2647 1.5163 0.50445 -0.424822
87.3514 1.51412 0.540114 -0.380094
87.4381 1.50825 0.573217 -0.333192
87.5247 1.49874 0.603711 -0.284118
87.6113 1.48567 0.631533 -0.232865
87.6979 1.46914 0.656599 -0.179417
87.7843 1.44929 0.678806 -0.123755
87.8705 1.42628 0.698026 -0.0658511
87.9566 1.4003 0.714109 -0.0056789
88.0426 1.37157 0.726876 0.0567899
88.1283 1.34031 0.736121 0.12158
88.2138 1.30678 0.741605 0.18871
88.299 1.27124 0.743055 0.258185
88.384 1.23397 0.740163 0.329997
88.4687 1.19524 0.732583 0.40411
88.5531 1.15536 0.719928 0.480462
88.6372 1.11462 0.701773 0.558944
88.721 1.07332 0.677652 0.639398
88.8044 1.03175 0.647066 0.721599
88.8875 0.990206 0.609483 0.805239
88.9702 0.948974 0.564349 0.889911
89.0526 0.908332 0.511103 0.975088
89.1346 0.868548 0.449195 1.06011
89.2162 0.829878 0.378113 1.14414
89.2974 0.792562 0.297414 1.22618
89.3783 0.756829 0.206772 1.30502
89.4587 0.722886 0.106025 1.37928
89.5387 0.690926 -0.0047652 1.44733
89.6183 0.66112 -0.125245 1.50739
89.6975 0.633624 -0.254705 1.55753
89.7763 0.60857 -0.392023 1.59575
89.8547 0.586074 -0.535615 1.62002
89.9327 0.566232 -0.683419 1.62847
90.0104 0.54912 -0.832911 1.61946
90.0878 0.534801 -0.981165 1.59175
90.1649 0.523319 -1.12497 1.54464
90.2417 0.514707 -1.26096 1.47806
90.3183 0.508985 -1.38582 1.39267
90.3948 0.506162 -1.4965 1.28984
90.4713 0.506241 -1.59037 1.17163
90.5477 0.509218 -1.66538 1.04067
90.6241 0.51508 -1.72022 0.900028
90.7007 0.523809 -1.75432 0.752985
90.7775 0.535377 -1.76787 0.602882
90.8545 0.549748 -1.76173 0.452918
90.9318 0.566872 -1.73732 0.306001
91.0094 0.586687 -1.69652 0.164633
91.0874 0.609114 -1.64144 0.0308473
91.1657 0.63406 -1.57435 -0.0938192
91.2444 0.66141 -1.4975 -0.208305
91.3235 0.691034 -1.41308 -0.311985
91.403 0.722783 -1.32306 -0.404605
91.4828 0.756488 -1.22923 -0.486216
91.5631 0.791962 -1.13314 -0.557101
91.6438 0.829002 -1.03611 -0.617717
91.7249 0.867386 -0.939195 -0.66863
91.8063 0.906878 -0.843287 -0.710478
91.8881 0.947229 -0.749065 -0.743927
91.9703 0.988177 -0.657055 -0.769643
92.0529 1.02945 -0.567647 -0.788278
92.1358 1.07077 -0.481116 -0.800448
92.219 1.11184 -0.397649 -0.806731
92.3026 1.15238 -0.317358 -0.807655
92.3865 1.1921 -0.240298 -0.803703
92.4706 1.2307 -0.166484 -0.795307
92.5551 1.2679 -0.0958947 -0.782854
92.6398 1.30342 -0.0284901 -0.766684
92.7248 1.33698 0.0357865 -0.747097
92.8101 1.36833 0.0970003 -0.724353
92.8956 1.39721 0.15522 -0.698677
92.9813 1.4234 0.210514 -0.670263
93.0672 1.44668 0.262948 -0.639274
93.1533 1.46685 0.312582 -0.605848
93.2396 1.48376 0.359467 -0.570098
93.3259 1.49725 0.403644 -0.532119
93.4124 1.50721 0.445145 -0.491984
93.499 1.51355 0.483989 -0.449751
93.5857 1.51622 0.52018 -0.405462
93.6724 1.51518 0.55371 -0.359148
93.7591 1.51045 0.584554 -0.310825
93.8457 1.50206 0.612672 -0.260503
93.9324 1.49007 0.638004 -0.20818
94.0189 1.47459 0.660473 -0.153849
94.1054 1.45575 0.67998 -0.0974957
94.1917 1.43369 0.696404 -0.0391048
94.2778 1.40861 0.709601 0.0213422
94.3638 1.3807 0.719399 0.0838627
94.4496 1.3502 0.7256 0.14847
94.5352 1.31734 0.727974 0.215169
94.6205 1.28239 0.726259 0.283955
94.7055 1.24562 0.720158 0.354803
94.7903 1.20731 0.709341 0.427668
94.8748 1.16775 0.693436 0.502469
94.959 1.12724 0.672038 0.579089
95.0429 1.08608 0.644704 0.657357
95.1264 1.04456 0.610956 0.737039
95.2096 1.00298 0.570293 0.81782
95.2925 0.961623 0.522191 0.899292
95.375 0.92077 0.466122 0.980932
95.4571 0.880694 0.401573 1.06209
95.5388 0.841654 0.328065 1.14195
95.6202 0.803897 0.245195 1.21954
95.7011 0.767653 0.152667 1.2937
95.7817 0.733137 0.0503508 1.36307
95.8618 0.700547 -0.0616675 1.42612
95.9415 0.670061 -0.18302 1.48114
96.0208 0.641838 -0.312994 1.52626
96.0998 0.616019 -0.450472 1.55957
96.1783 0.592724 -0.593889 1.57914
96.2564 0.572055 -0.74121 1.58316
96.3342 0.554096 -0.889942 1.57006
96.4117 0.538911 -1.03719 1.53866
96.4889 0.526551 -1.17977 1.48826
96.5658 0.517052 -1.31432 1.41883
96.6424 0.510438 -1.43755 1.33099
96.719 0.506722 -1.54637 1.2261
96.7954 0.505908 -1.63812 1.10621
96.8718 0.507993 -1.71073 0.973911
96.9483 0.512968 -1.76286 0.832251
97.0248 0.520817 -1.7939 0.684513
97.1016 0.531514 -1.80404 0.534035
97.1785 0.545026 -1.79413 0.384029
97.2557 0.561308 -1.76566 0.237416
97.3332 0.580302 -1.72052 0.0967178
97.4111 0.601934 -1.66092 -0.0360235
97.4893 0.626115 -1.58919 -0.159265
97.5678 0.652737 -1.50768 -0.271951
97.6468 0.681676 -1.41863 -0.373472
97.7262 0.712788 -1.32413 -0.4636
97.8059 0.745909 -1.22602 -0.542418
97.8861 0.78086 -1.12589 -0.610251
97.9666 0.81744 -1.02511 -0.667595
98.0476 0.855434 -0.924792 -0.715062
98.1289 0.894611 -0.825821 -0.75333
98.2106 0.934726 -0.728895 -0.783106
98.2927 0.975518 -0.634542 -0.805095
98.3751 1.01672 -0.543148 -0.819982
98.4579 1.05805 -0.454981 -0.828413
98.5411 1.09923 -0.370213 -0.83099
98.6245 1.13997 -0.288941 -0.828265
98.7083 1.17997 -0.211207 -0.820739
98.7924 1.21895 -0.137005 -0.808859
98.8768 1.25661 -0.0663002 -0.793025
98.9614 1.29268 0.000966492 -0.773589
99.0463 1.32687 0.0648672 -0.750857
99.1315 1.35893 0.125482 -0.725098
99.2169 1.38859 0.182895 -0.696542
99.3026 1.41563 0.237187 -0.665387
99.3884 1.43983 0.288437 -0.631801
99.4745 1.46098 0.336714 -0.595925
99.5607 1.47891 0.382082 -0.557876
99.647 1.49346 0.42459 -0.51775
99.7335 1.50452 0.46428 -0.475626
99.8201 1.51199 0.501176 -0.431563
99.9067 1.51579 0.535293 -0.385608
99.9934 1.5159 0.566627 -0.337796
100.08 1.5123 0.59516 -0.288147
100.167 1.50503 0.620857 -0.236677
100.253 1.49414 0.643667 -0.183389
100.34 1.47972 0.663515 -0.128282
100.426 1.4619 0.68031 -0.0713525
100.513 1.44081 0.693938 -0.0125904
100.599 1.41664 0.704259 0.0480131
100.685 1.38958 0.711112 0.110465
100.771 1.35985 0.714304 0.174768
100.857 1.32769 0.713617 0.240917
100.942 1.29336 0.708798 0.308892
101.027 1.25712 0.699565 0.378659
101.112 1.21925 0.685599 0.450157
101.197 1.18005 0.666547 0.523296
101.281 1.1398 0.642022 0.597946
101.365 1.09881 0.611603 0.673925
101.448 1.05737 0.574838 0.75099
101.532 1.01578 0.531251 0.828823
101.615 0.97432 0.480349 0.907013
101.697 0.933282 0.421636 0.985042
101.78 0.892939 0.354634 1.06226
101.861 0.853553 0.278898 1.13789
101.943 0.815375 0.19406 1.21098
102.024 0.778641 0.0998572 1.2804
102.105 0.743572 -0.00381362 1.34486
102.185 0.710368 -0.116844 1.40286
102.265 0.679216 -0.238853 1.45278
102.344 0.650281 -0.369124 1.49284
102.423 0.623707 -0.506551 1.52119
102.502 0.599623 -0.649586 1.536
102.58 0.578136 -0.796225 1.53554
102.658 0.559334 -0.944009 1.5183
102.736 0.543289 -1.09008 1.48313
102.813 0.530054 -1.23128 1.42941
102.89 0.519671 -1.36427 1.35708
102.967 0.512167 -1.48577 1.26677
103.043 0.507557 -1.59266 1.15984
103.12 0.505849 -1.68226 1.03828
103.196 0.507042 -1.75248 0.904691
103.272 0.511129 -1.80193 0.762088
103.349 0.518094 -1.82997 0.613747
103.426 0.527917 -1.83678 0.463009
103.502 0.540567 -1.82322 0.313092
103.58 0.556002 -1.79079 0.166932
103.657 0.574167 -1.74144 0.0270626
103.735 0.594995 -1.67744 -0.104464
103.813 0.618402 -1.60119 -0.226102
103.891 0.644285 -1.51513 -0.336806
103.97 0.672525 -1.42158 -0.435981
104.049 0.702984 -1.32271 -0.523429
104.129 0.735504 -1.22042 -0.599268
104.209 0.769912 -1.11638 -0.663865
104.289 0.806012 -1.01198 -0.717759
104.37 0.843595 -0.908368 -0.761608
104.452 0.882434 -0.80646 -0.796136
104.533 0.922286 -0.70696 -0.82209
104.615 0.962898 -0.610398 -0.840216
104.697 1.004 -0.517155 -0.85123
104.78 1.04533 -0.427489 -0.855811
104.863 1.08658 -0.341561 -0.854587
104.946 1.12749 -0.259451 -0.848132
105.03 1.16775 -0.181183 -0.836964
105.114 1.20707 -0.106735 -0.821548
105.198 1.24517 -0.0360529 -0.802296
105.283 1.28175 0.0309396 -0.779567
105.368 1.31655 0.0943313 -0.753679
105.453 1.3493 0.154219 -0.724904
105.538 1.37972 0.2107 -0.69348
105.624 1.4076 0.263872 -0.659608
105.71 1.43269 0.313824 -0.623458
105.796 1.4548 0.360639 -0.585176
105.882 1.47374 0.404389 -0.54488
105.968 1.48935 0.445137 -0.50267
106.055 1.5015 0.48293 -0.458625
106.141 1.51008 0.517803 -0.41281
106.228 1.51501 0.549777 -0.365274
106.314 1.51626 0.578856 -0.316053
106.401 1.5138 0.605029 -0.265175
106.488 1.50766 0.628267 -0.212657
106.574 1.49787 0.648523 -0.15851
106.661 1.48453 0.665732 -0.102738
106.748 1.46774 0.679807 -0.0453439
106.834 1.44765 0.690641 0.0136743
106.92 1.42441 0.698103 0.0743171
107.006 1.39821 0.702036 0.136582
107.092 1.36928 0.70226 0.200463
107.178 1.33784 0.698563 0.265942
107.263 1.30415 0.690706 0.332991
107.349 1.26847 0.678418 0.401561
107.434 1.23107 0.661395 0.471582
107.518 1.19225 0.639302 0.542952
107.603 1.15229 0.611769 0.615529
107.687 1.1115 0.578398 0.689123
107.77 1.07017 0.53876 0.763483
107.854 1.02859 0.492406 0.838285
107.937 0.987057 0.438874 0.913119
108.02 0.94586 0.377698 0.98747
108.102 0.905274 0.308432 1.0607
108.184 0.865566 0.230668 1.13205
108.266 0.82699 0.144067 1.20059
108.347 0.789788 0.0484009 1.26524
108.428 0.754183 -0.0564088 1.32474
108.508 0.720384 -0.170233 1.37767
108.588 0.688582 -0.292679 1.42246
108.667 0.658947 -0.423029 1.45742
108.747 0.631632 -0.560187 1.48078
108.825 0.606769 -0.702629 1.49079
108.904 0.584472 -0.848381 1.4858
108.982 0.564834 -0.995023 1.46436
109.059 0.547933 -1.13974 1.4254
109.137 0.533828 -1.27939 1.36831
109.214 0.522564 -1.41069 1.29305
109.291 0.51417 -1.53034 1.20026
109.367 0.508668 -1.63523 1.09127
109.444 0.506066 -1.72265 0.968075
109.52 0.506366 -1.79047 0.833233
109.597 0.509562 -1.83726 0.68975
