# phi u x y
81.55 1 0.991378 -0.131031
81.65 1 0.999507 -0.0314038
81.75 1 0.997649 0.0685372
81.85 1 0.985822 0.167793
81.95 1 0.964146 0.265373
82.05 1 0.932836 0.360301
82.15 1 0.892206 0.45163
82.25 1 0.84266 0.538445
82.35 1 0.784696 0.619881
82.45 1 0.718891 0.695123
82.55 1 0.645903 0.76342
82.65 1 0.566461 0.824088
82.75 1 0.48136 0.876523
82.85 1 0.391449 0.9202
82.95 1 0.297626 0.954682
83.05 1 0.20083 0.979626
83.15 1 0.102027 0.994782
83.25 1 0.00220532 0.999998
83.35 1 -0.0976389 0.995222
83.45 1 -0.196507 0.980502
83.55 1 -0.293413 0.955986
83.65 1 -0.387386 0.921918
83.75 1 -0.477489 0.878638
83.85 1 -0.562821 0.826579
83.95 1 -0.642529 0.766261
84.05 1 -0.715818 0.698287
84.15 1 -0.781954 0.623336
84.25 1 -0.840277 0.542157
84.35 1 -0.890205 0.45556
84.45 1 -0.931238 0.364412
84.55 1 -0.962966 0.269623
84.65 1 -0.985073 0.17214
84.75 1 -0.997337 0.0729368
84.85 1 -0.999636 -0.0269951
84.95 1 -0.991947 -0.126657
85.05 1 -0.974346 -0.225054
85.15 1 -0.947011 -0.321202
85.25 1 -0.910213 -0.414141
85.35 1 -0.864321 -0.502941
85.45 1 -0.809792 -0.586717
85.55 1 -0.747173 -0.66463
85.65 1 -0.677088 -0.735902
85.75 1 -0.600237 -0.799822
85.85 1 -0.51739 -0.85575
85.95 1 -0.429373 -0.903127
86.05 1 -0.337065 -0.941481
86.15 1 -0.24139 -0.970428
86.25 1 -0.143303 -0.989679
86.35 1 -0.043784 -0.999041
86.45 1 0.0561724 -0.998421
86.55 1 0.155568 -0.987825
86.65 1 0.253408 -0.967359
86.75 1 0.348717 -0.937228
86.85 1 0.440542 -0.897732
86.95 1 0.527965 -0.849266
87.05 1 0.610112 -0.792315
87.15 1 0.686164 -0.727447
87.25 1 0.755359 -0.655311
87.35 1 0.817007 -0.576627
87.45 1 0.870492 -0.492182
87.55 1 0.91528 -0.402819
87.65 1 0.950922 -0.309431
87.75 1 0.977063 -0.212951
87.85 1 0.993441 -0.114344
87.95 1 0.999894 -0.0145938
88.05 1 0.996355 0.0853019
88.15 1 0.982862 0.184345
88.25 1 0.959548 0.281547
88.35 1 0.926646 0.375935
88.45 1 0.884486 0.466567
88.55 1 0.833488 0.552538
88.65 1 0.774162 0.632987
88.75 1 0.707101 0.707112
88.85 1 0.632975 0.774172
88.95 1 0.552525 0.833496
89.05 1 0.466554 0.884493
89.15 1 0.375921 0.926652
89.25 1 0.281532 0.959552
89.35 1 0.18433 0.982864
89.45 1 0.0852869 0.996356
89.55 1 -0.0146089 0.999893
89.65 1 -0.114359 0.99344
89.75 1 -0.212966 0.97706
89.85 1 -0.309445 0.950917
89.95 1 -0.402832 0.915274
90.05 1 -0.492195 0.870485
90.15 1 -0.576639 0.816999
90.25 1 -0.655322 0.755349
90.35 1 -0.727458 0.686153
90.45 1 -0.792324 0.6101
90.55 1 -0.849274 0.527952
90.65 1 -0.897739 0.440528
90.75 1 -0.937233 0.348703
90.85 1 -0.967363 0.253394
90.95 1 -0.987828 0.155553
91.05 1 -0.998422 0.0561574
91.15 1 -0.99904 -0.043799
91.25 1 -0.989677 -0.143318
91.35 1 -0.970425 -0.241405
91.45 1 -0.941476 -0.337079
91.55 1 -0.903121 -0.429386
91.65 1 -0.855742 -0.517403
91.75 1 -0.799813 -0.60025
91.85 1 -0.735892 -0.677099
91.95 1 -0.664619 -0.747183
92.05 1 -0.586704 -0.809801
92.15 1 -0.502928 -0.864328
92.25 1 -0.414127 -0.910219
92.35 1 -0.321188 -0.947016
92.45 1 -0.225039 -0.97435
92.55 1 -0.126642 -0.991948
92.65 1 -0.02698 -0.999636
92.75 1 0.0729519 -0.997335
92.85 1 0.172155 -0.98507
92.95 1 0.269638 -0.962962
93.05 1 0.364426 -0.931232
93.15 1 0.455574 -0.890198
93.25 1 0.542169 -0.840269
93.35 1 0.623348 -0.781945
93.45 1 0.698298 -0.715807
93.55 1 0.766271 -0.642518
93.65 1 0.826587 -0.562809
93.75 1 0.878645 -0.477476
93.85 1 0.921923 -0.387372
93.95 1 0.95599 -0.293398
94.05 1 0.980505 -0.196493
94.15 1 0.995223 -0.0976239
94.25 1 0.999998 0.00222039
94.35 1 0.99478 0.102042
94.45 1 0.979623 0.200845
94.55 1 0.954678 0.297641
94.65 1 0.920194 0.391462
94.75 1 0.876516 0.481373
94.85 1 0.82408 0.566474
94.95 1 0.76341 0.645914
95.05 1 0.695112 0.718901
95.15 1 0.619869 0.784705
95.25 1 0.538433 0.842669
95.35 1 0.451616 0.892212
95.45 1 0.360287 0.932841
95.55 1 0.265359 0.96415
95.65 1 0.167779 0.985825
95.75 1 0.0685222 0.99765
95.85 1 -0.0314189 0.999506
95.95 1 -0.131046 0.991376
96.05 1 -0.229364 0.973341
96.15 1 -0.32539 0.94558
96.25 1 -0.418165 0.908371
96.35 1 -0.506762 0.862086
96.45 1 -0.590295 0.807188
96.55 1 -0.66793 0.744224
96.65 1 -0.738892 0.673824
96.75 1 -0.80247 0.596692
96.85 1 -0.858031 0.513597
96.95 1 -0.905019 0.425371
97.05 1 -0.942964 0.332895
97.15 1 -0.971487 0.237093
97.25 1 -0.990303 0.138921
97.35 1 -0.999225 0.0393621
97.45 1 -0.998163 -0.0605906
97.55 1 -0.987127 -0.159938
97.65 1 -0.966228 -0.257687
97.75 1 -0.935676 -0.352862
97.85 1 -0.895774 -0.444511
97.95 1 -0.846921 -0.531718
98.05 1 -0.789607 -0.613613
98.15 1 -0.724403 -0.689376
98.25 1 -0.651962 -0.758252
98.35 1 -0.573006 -0.819551
98.45 1 -0.488324 -0.872662
98.55 1 -0.398764 -0.917054
98.65 1 -0.305219 -0.952282
98.75 1 -0.208625 -0.977996
98.85 1 -0.109946 -0.993938
98.95 1 -0.0101684 -0.999948
99.05 1 0.0897106 -0.995968
99.15 1 0.188693 -0.982036
99.25 1 0.285791 -0.958292
99.35 1 0.380032 -0.924973
99.45 1 0.470477 -0.882412
99.55 1 0.556221 -0.831034
99.65 1 0.636407 -0.771353
99.75 1 0.710235 -0.703965
99.85 1 0.776966 -0.629543
99.95 1 0.835933 -0.548831
100.05 1 0.886549 -0.462635
100.15 1 0.928306 -0.371816
100.25 1 0.960788 -0.277283
100.35 1 0.98367 -0.179979
100.45 1 0.996724 -0.0808765
100.55 1 0.999819 0.0190339
100.65 1 0.992924 0.118754
100.75 1 0.976108 0.217288
100.85 1 0.949539 0.31365
100.95 1 0.913482 0.406879
101.05 1 0.868298 0.496043
101.15 1 0.814439 0.58025
101.25 1 0.752442 0.658659
101.35 1 0.682926 0.730487
101.45 1 0.606588 0.795017
101.55 1 0.524188 0.851603
101.65 1 0.436551 0.89968
101.75 1 0.344552 0.938767
101.85 1 0.24911 0.968475
101.95 1 0.151179 0.988506
102.05 1 0.0517381 0.998661
102.15 1 -0.0482201 0.998837
102.25 1 -0.147696 0.989033
102.35 1 -0.245697 0.969347
102.45 1 -0.341243 0.939975
102.55 1 -0.433379 0.901212
102.65 1 -0.521185 0.853444
102.75 1 -0.603783 0.797148
102.85 1 -0.680349 0.732888
102.95 1 -0.750117 0.661305
103.05 1 -0.81239 0.583115
103.15 1 -0.866546 0.499098
103.25 1 -0.912043 0.410094
103.35 1 -0.948428 0.316993
103.45 1 -0.975336 0.220725
103.55 1 -0.992499 0.122251
103.65 1 -0.999746 0.0225557
103.75 1 -0.997003 -0.077365
103.85 1 -0.984298 -0.176513
103.95 1 -0.961759 -0.273897
104.05 1 -0.92961 -0.368544
104.15 1 -0.888173 -0.459509
104.25 1 -0.837862 -0.545883
104.35 1 -0.779178 -0.626802
104.45 1 -0.71271 -0.701459
104.55 1 -0.63912 -0.769107
104.65 1 -0.559145 -0.82907
104.75 1 -0.473582 -0.880749
104.85 1 -0.383288 -0.923629
104.95 1 -0.289164 -0.957279
105.05 1 -0.192151 -0.981365
105.15 1 -0.0932184 -0.995646
105.25 1 0.00664606 -0.999978
105.35 1 0.106444 -0.994319
105.45 1 0.205179 -0.978725
105.55 1 0.301863 -0.953351
105.65 1 0.395531 -0.918453
105.75 1 0.485247 -0.874377
105.85 1 0.570115 -0.821565
105.95 1 0.649287 -0.760544
106.05 1 0.721971 -0.691924
106.15 1 0.787441 -0.61639
106.25 1 0.845043 -0.534698
106.35 1 0.894202 -0.447663
106.45 1 0.934427 -0.356155
106.55 1 0.965315 -0.261089
106.65 1 0.986558 -0.163414
106.75 1 0.997943 -0.0641062
106.85 1 0.999357 0.0358421
106.95 1 0.990787 0.135432
107.05 1 0.972316 0.233669
107.15 1 0.944131 0.329572
107.25 1 0.906512 0.422181
107.35 1 0.859835 0.510572
107.45 1 0.804567 0.593861
107.55 1 0.741261 0.671217
107.65 1 0.670548 0.741867
107.75 1 0.593134 0.805103
107.85 1 0.509795 0.860296
107.95 1 0.421362 0.906893
108.05 1 0.328719 0.944428
108.15 1 0.232791 0.972527
108.25 1 0.134537 0.990909
108.35 1 0.0349394 0.999389
108.45 1 -0.0650076 0.997885
108.55 1 -0.164305 0.98641
108.65 1 -0.261961 0.965079
108.75 1 -0.356999 0.934105
108.85 1 -0.448471 0.893798
108.95 1 -0.535461 0.84456
109.05 1 -0.617101 0.786884
109.15 1 -0.692576 0.721345
109.25 1 -0.76113 0.648599
109.35 1 -0.822079 0.569373
109.45 1 -0.874815 0.484457
109.55 1 -0.918809 0.394701
109.65 1 -0.953624 0.301002
109.75 1 -0.978909 0.204294
109.85 1 -0.994414 0.105546
109.95 1 -0.999984 0.00574284
110.05 1 -0.995561 -0.0941176
110.15 1 -0.981191 -0.193038
110.25 1 -0.957018 -0.290029
110.35 1 -0.923282 -0.384122
110.45 1 -0.880321 -0.474378
110.55 1 -0.828565 -0.559893
110.65 1 -0.768529 -0.639815
110.75 1 -0.700815 -0.713343
110.85 1 -0.626098 -0.779744
110.95 1 -0.545126 -0.838354
111.05 1 -0.458707 -0.888588
111.15 1 -0.367704 -0.929943
111.25 1 -0.273028 -0.962006
111.35 1 -0.175624 -0.984457
111.45 1 -0.0764645 -0.997072
111.55 1 0.0234586 -0.999725
111.65 1 0.123147 -0.992388
111.75 1 0.221606 -0.975136
111.85 1 0.31785 -0.948141
111.95 1 0.410918 -0.911672
112.05 1 0.499881 -0.866094
112.15 1 0.583848 -0.811863
112.25 1 0.661983 -0.749519
112.35 1 0.733502 -0.679687
112.45 1 0.797693 -0.603063
112.55 1 0.853914 -0.520414
112.65 1 0.901603 -0.432565
112.75 1 0.940283 -0.340394
112.85 1 0.969568 -0.244821
112.95 1 0.989166 -0.146803
113.05 1 0.99888 -0.0473179
113.15 1 0.998614 0.0526401
113.25 1 0.988369 0.152072
113.35 1 0.96825 0.249985
113.45 1 0.938456 0.3454
113.55 1 0.899285 0.437363
113.65 1 0.851129 0.524957
113.75 1 0.794468 0.607305
113.85 1 0.72987 0.683586
113.95 1 0.657979 0.753036
114.05 1 0.579514 0.814962
114.15 1 0.495258 0.868746
114.25 1 0.406054 0.913849
114.35 1 0.312793 0.949821
114.45 1 0.216406 0.976303
114.55 1 0.117857 0.993031
114.65 1 0.0181309 0.999836
114.75 1 -0.0817767 0.996651
114.85 1 -0.180867 0.983508
114.95 1 -0.278151 0.960537
115.05 1 -0.372655 0.92797
115.15 1 -0.463435 0.886131
115.25 1 -0.549586 0.835437
115.35 1 -0.630245 0.776397
115.45 1 -0.704606 0.709598
115.55 1 -0.771928 0.63571
115.65 1 -0.831537 0.55547
115.75 1 -0.882837 0.46968
115.85 1 -0.925316 0.379197
115.95 1 -0.95855 0.284925
116.05 1 -0.982206 0.187806
116.15 1 -0.996048 0.088811
116.25 1 -0.999939 -0.0110716
116.35 1 -0.993838 -0.110844
116.45 1 -0.977807 -0.209508
116.55 1 -0.952006 -0.306079
116.65 1 -0.916693 -0.399592
116.75 1 -0.872221 -0.489112
116.85 1 -0.819034 -0.573746
116.95 1 -0.757663 -0.652646
117.05 1 -0.688722 -0.725026
117.15 1 -0.612899 -0.790161
117.25 1 -0.530953 -0.847401
117.35 1 -0.443701 -0.896175
117.45 1 -0.352016 -0.935994
117.55 1 -0.256814 -0.966461
117.65 1 -0.159046 -0.987271
117.75 1 -0.059689 -0.998217
117.85 1 0.0402646 -0.999189
117.95 1 0.139816 -0.990178
118.05 1 0.23797 -0.971272
118.15 1 0.333747 -0.942663
118.25 1 0.426189 -0.904634
118.35 1 0.514372 -0.857567
118.45 1 0.597416 -0.801931
118.55 1 0.674491 -0.738283
118.65 1 0.744827 -0.667258
118.75 1 0.807721 -0.589566
118.85 1 0.862544 -0.505983
118.95 1 0.908749 -0.417344
119.05 1 0.945873 -0.324536
119.15 1 0.973548 -0.228485
119.25 1 0.991494 -0.130151
119.35 1 0.999534 -0.0305161
119.45 1 0.997587 0.0694233
119.55 1 0.985673 0.168669
119.65 1 0.96391 0.266229
119.75 1 0.932516 0.36113
119.85 1 0.891804 0.452422
119.95 1 0.842182 0.539193
120.05 1 0.784145 0.620578
120.15 1 0.718273 0.695761
120.25 1 0.645225 0.763993
120.35 1 0.565729 0.824591
120.45 1 0.480581 0.87695
120.55 1 0.390631 0.920547
120.65 1 0.296778 0.954946
120.75 1 0.19996 0.979804
120.85 1 0.101144 0.994872
120.95 1 0.00131716 0.999999
121.05 1 -0.0985227 0.995135
121.15 1 -0.197378 0.980327
121.25 1 -0.294262 0.955725
121.35 1 -0.388205 0.921573
121.45 1 -0.478269 0.878213
121.55 1 -0.563555 0.826079
121.65 1 -0.64321 0.76569
121.75 1 -0.716438 0.697651
121.85 1 -0.782507 0.622641
121.95 1 -0.840759 0.54141
122.05 1 -0.890609 0.45477
122.15 1 -0.931561 0.363585
122.25 1 -0.963205 0.268768
122.35 1 -0.985225 0.171265
122.45 1 -0.997401 0.072051
122.55 1 -0.999611 -0.0278829
122.65 1 -0.991834 -0.127538
122.75 1 -0.974146 -0.225919
122.85 1 -0.946725 -0.322043
122.95 1 -0.909845 -0.414949
123.05 1 -0.863874 -0.503709
123.15 1 -0.809271 -0.587436
123.25 1 -0.746582 -0.665293
123.35 1 -0.676434 -0.736503
123.45 1 -0.599527 -0.800355
123.55 1 -0.51663 -0.856209
123.65 1 -0.42857 -0.903508
123.75 1 -0.336229 -0.94178
123.85 1 -0.240528 -0.970642
123.95 1 -0.142424 -0.989806
124.05 1 -0.0428967 -0.99908
124.15 1 0.0570592 -0.998371
124.25 1 0.156445 -0.987687
124.35 1 0.254267 -0.967134
124.45 1 0.349549 -0.936918
124.55 1 0.441339 -0.897341
124.65 1 0.528719 -0.848797
124.75 1 0.610816 -0.791773
124.85 1 0.686809 -0.726838
124.95 1 0.755941 -0.65464
125.05 1 0.817519 -0.575901
125.15 1 0.870929 -0.491408
125.25 1 0.915637 -0.402006
125.35 1 0.951196 -0.308586
125.45 1 0.977252 -0.212083
125.55 1 0.993542 -0.113461
125.65 1 0.999906 -0.0137057
125.664 1 1 -4.89859e-15
