# phi u x y
53.9472 1.25712 -0.682236 -0.409058
54.0309 1.29207 -0.628174 -0.452101
54.1148 1.32506 -0.573423 -0.49064
54.1989 1.35583 -0.518141 -0.524894
54.2832 1.38414 -0.462453 -0.555065
54.3677 1.40977 -0.40646 -0.581331
54.4523 1.43251 -0.35024 -0.603853
54.537 1.45219 -0.293855 -0.622769
54.6218 1.46864 -0.237351 -0.638195
54.7067 1.48173 -0.180763 -0.650228
54.7917 1.49136 -0.124118 -0.658942
54.8767 1.49744 -0.0674351 -0.664391
54.9618 1.49994 -0.0107297 -0.666609
55.0468 1.49881 0.0459855 -0.665609
55.1319 1.49408 0.102698 -0.661383
55.217 1.48578 0.159394 -0.653902
55.302 1.47397 0.216054 -0.643119
55.3869 1.45875 0.272657 -0.628963
55.4718 1.44024 0.32917 -0.611342
55.5566 1.41859 0.385551 -0.590146
55.6412 1.39396 0.441743 -0.56524
55.7258 1.36656 0.497675 -0.53647
55.8102 1.33659 0.553254 -0.503657
55.8944 1.3043 0.608362 -0.466605
55.9784 1.26992 0.662852 -0.425097
56.0623 1.23373 0.716544 -0.378894
56.1459 1.19599 0.769215 -0.327745
56.2293 1.157 0.820596 -0.271385
56.3124 1.11703 0.870362 -0.209539
56.3953 1.07639 0.918126 -0.141936
56.4779 1.03536 0.963426 -0.0683099
56.5602 0.994243 1.00572 0.0115808
56.6422 0.953316 1.04439 0.0979398
56.7238 0.912862 1.07869 0.190911
56.8052 0.873151 1.10781 0.290554
56.8862 0.834442 1.1308 0.39681
56.9668 0.796982 1.14665 0.509466
57.047 0.761002 1.15422 0.628114
57.1269 0.726717 1.15233 0.752102
57.2064 0.694326 1.13976 0.880493
57.2856 0.664007 1.11529 1.01202
57.3643 0.635921 1.07782 1.14504
57.4427 0.610211 1.02638 1.27755
57.5206 0.586998 0.96025 1.40717
57.5983 0.566386 0.879101 1.53116
57.6756 0.548459 0.783043 1.64658
57.7525 0.533285 0.672732 1.75034
57.8292 0.520915 0.549419 1.8394
57.9056 0.511388 0.414961 1.91093
57.9819 0.504727 0.271779 1.96254
58.0579 0.500946 0.122759 1.99244
58.1339 0.500052 -0.028894 1.99958
58.2099 0.502042 -0.17983 1.98373
58.2859 0.506906 -0.326751 1.9455
58.362 0.514629 -0.466595 1.8863
58.4382 0.525185 -0.596695 1.80818
58.5147 0.538542 -0.714894 1.71373
58.5914 0.554653 -0.819617 1.60586
58.6684 0.57346 -0.90988 1.4876
58.7457 0.59489 -0.985267 1.36197
58.8234 0.618852 -1.04585 1.23179
58.9014 0.64524 -1.09213 1.09962
58.9799 0.673928 -1.12489 0.967676
59.0586 0.704772 -1.14515 0.837796
59.1378 0.73761 -1.15405 0.711461
59.2173 0.77226 -1.15278 0.589801
59.2973 0.808525 -1.14254 0.473641
59.3776 0.846189 -1.12446 0.36354
59.4582 0.88502 -1.09964 0.259835
59.5392 0.924775 -1.06904 0.162688
59.6206 0.965195 -1.03355 0.07212
59.7023 1.00601 -0.993952 -0.0119517
59.7843 1.04695 -0.950938 -0.0896852
59.8666 1.08772 -0.905096 -0.161291
59.9492 1.12804 -0.856935 -0.227012
60.0321 1.16762 -0.806888 -0.287109
60.1153 1.20616 -0.755318 -0.341849
60.1987 1.24339 -0.702531 -0.391498
60.2823 1.27903 -0.648779 -0.436311
60.3661 1.31279 -0.594269 -0.476532
60.4502 1.34444 -0.539173 -0.512387
60.5344 1.37371 -0.483625 -0.544085
60.6188 1.40038 -0.427738 -0.571813
60.7034 1.42424 -0.371596 -0.595738
60.788 1.44509 -0.315267 -0.616008
60.8728 1.46279 -0.258803 -0.632746
60.9577 1.47717 -0.202244 -0.646056
61.0426 1.48812 -0.145618 -0.656022
61.1276 1.49556 -0.0889474 -0.662705
61.2127 1.49942 -0.0322489 -0.666147
61.2978 1.49966 0.024464 -0.666367
61.3828 1.4963 0.081179 -0.663368
61.4679 1.48934 0.137883 -0.657127
61.5529 1.47886 0.194559 -0.647604
61.6379 1.46492 0.251187 -0.634737
61.7228 1.44764 0.307739 -0.618443
61.8076 1.42716 0.364175 -0.598618
61.8923 1.40364 0.420447 -0.575137
61.9769 1.37727 0.476487 -0.547853
62.0613 1.34825 0.532213 -0.516596
62.1456 1.31681 0.587515 -0.481178
62.2297 1.28319 0.642259 -0.441387
62.3137 1.24766 0.696277 -0.396994
62.3974 1.21047 0.749365 -0.347753
62.4808 1.17192 0.80127 -0.293402
62.5641 1.13229 0.851691 -0.23367
62.6471 1.09187 0.900265 -0.168284
62.7298 1.05096 0.946559 -0.096973
62.8122 1.00984 0.990065 -0.0194861
62.8943 0.968806 1.03019 0.0643977
62.9761 0.92814 1.06624 0.154848
63.0575 0.888116 1.09743 0.251959
63.1386 0.848997 1.12286 0.355722
63.2194 0.811035 1.14155 0.465985
63.2998 0.774467 1.15239 0.582422
63.3798 0.739514 1.15424 0.704477
63.4595 0.706382 1.14586 0.831329
63.5388 0.675257 1.12605 0.961836
63.6176 0.646306 1.09364 1.09451
63.6962 0.619679 1.04759 1.22748
63.7743 0.595506 0.987101 1.35849
63.852 0.573895 0.911666 1.48496
63.9295 0.55494 0.821219 1.60399
64.0065 0.538715 0.716202 1.71254
64.0833 0.525276 0.597637 1.80752
64.1598 0.514666 0.467152 1.88601
64.2361 0.506915 0.326964 1.94543
64.3123 0.502041 0.179795 1.98374
64.3883 0.500052 0.0287499 1.99959
64.4642 0.500948 -0.122854 1.99243
64.5402 0.504723 -0.271675 1.96257
64.6163 0.511363 -0.414543 1.91111
64.6924 0.520848 -0.548624 1.83989
64.7688 0.533146 -0.671557 1.75131
64.8454 0.548218 -0.781541 1.64818
64.9223 0.56601 -0.87737 1.5335
64.9995 0.586455 -0.958417 1.41032
65.0771 0.609468 -1.02458 1.28155
65.155 0.634949 -1.07621 1.14986
65.2332 0.66278 -1.11399 1.01759
65.3119 0.692824 -1.13886 0.886735
65.3909 0.724926 -1.15193 0.758904
65.4703 0.758911 -1.15438 0.635357
65.5501 0.794587 -1.14741 0.51703
65.6302 0.831746 -1.13217 0.404579
65.7108 0.870163 -1.10979 0.29842
65.7916 0.909597 -1.08127 0.198775
65.8729 0.949796 -1.04754 0.105716
65.9544 0.990494 -1.00941 0.019194
66.0363 1.03142 -0.967623 -0.0609222
66.1185 1.07229 -0.92279 -0.134826
66.201 1.11281 -0.875454 -0.20275
66.2838 1.1527 -0.826076 -0.264949
66.3669 1.19168 -0.775045 -0.321691
66.4502 1.22944 -0.722688 -0.373241
66.5337 1.26571 -0.669275 -0.419859
66.6175 1.30022 -0.615031 -0.461796
66.7015 1.3327 -0.560139 -0.499282
66.7856 1.36289 -0.504749 -0.532534
66.87 1.39058 -0.448979 -0.561748
66.9544 1.41553 -0.392924 -0.587098
67.0391 1.43754 -0.33666 -0.608738
67.1238 1.45646 -0.280242 -0.626803
67.2086 1.47211 -0.223715 -0.641403
67.2936 1.48437 -0.167111 -0.65263
67.3786 1.49315 -0.110456 -0.660552
67.4636 1.49837 -0.0537661 -0.66522
67.5487 1.5 0.00294285 -0.666662
67.6337 1.498 0.0596585 -0.664886
67.7188 1.4924 0.116368 -0.659879
67.8038 1.48325 0.173057 -0.651607
67.8888 1.47061 0.229707 -0.640018
67.9738 1.45458 0.286291 -0.625035
68.0586 1.4353 0.342776 -0.606564
68.1434 1.41292 0.399117 -0.584487
68.228 1.3876 0.455254 -0.558664
68.3125 1.35956 0.511111 -0.528936
68.3969 1.32901 0.566587 -0.49512
68.481 1.29619 0.621561 -0.457015
68.565 1.26135 0.675877 -0.414397
68.6488 1.22476 0.729345 -0.367026
68.7324 1.18669 0.781731 -0.314645
68.8157 1.14744 0.832755 -0.256987
68.8988 1.10728 0.882077 -0.193778
68.9816 1.06652 0.929291 -0.124747
69.0641 1.02545 0.973921 -0.0496314
69.1463 0.984348 1.0154 0.0318019
69.2283 0.94351 1.05309 0.119745
69.3098 0.903211 1.08622 0.214323
69.3911 0.863718 1.11395 0.315571
69.472 0.825288 1.13532 0.423396
69.5525 0.788164 1.14927 0.537542
69.6327 0.752574 1.15467 0.657547
69.7125 0.718728 1.15032 0.782694
69.7919 0.68682 1.13499 0.91197
69.8709 0.657026 1.10749 1.04402
69.9496 0.629501 1.06673 1.17712
70.0279 0.604382 1.0118 1.30916
70.1058 0.581787 0.942065 1.43768
70.1833 0.561815 0.857292 1.55989
70.2605 0.544546 0.757716 1.67278
70.3374 0.530044 0.644132 1.77327
70.414 0.518357 0.517941 1.85834
70.4904 0.509519 0.381139 1.92527
70.5666 0.503551 0.23627 1.97179
70.6426 0.500467 0.0863133 1.99627
70.7186 0.500268 -0.0654745 1.99785
70.7946 0.502952 -0.215738 1.97652
70.8706 0.508507 -0.361221 1.93308
70.9467 0.516916 -0.498942 1.8691
71.023 0.528151 -0.626348 1.7868
71.0995 0.542176 -0.74142 1.68884
71.1763 0.558943 -0.842725 1.57818
71.2534 0.578389 -0.92942 1.45788
71.3308 0.600439 -1.00121 1.3309
71.4086 0.624996 -1.05829 1.20002
71.4867 0.651951 -1.10123 1.06772
71.5652 0.681173 -1.13088 0.936113
71.6441 0.712513 -1.14829 0.806967
71.7233 0.745805 -1.15463 0.681667
71.803 0.780863 -1.15109 0.561268
71.883 0.817485 -1.13885 0.446527
71.9633 0.855452 -1.11906 0.337945
72.0441 0.89453 -1.09275 0.235812
72.1252 0.934469 -1.0609 0.140254
72.2066 0.975009 -1.02435 0.0512626
72.2884 1.01588 -0.983871 -0.0312643
72.3705 1.0568 -0.940124 -0.1075
72.4529 1.09749 -0.89368 -0.177664
72.5356 1.13766 -0.845027 -0.242004
72.6185 1.17701 -0.794582 -0.300785
72.7017 1.21527 -0.742693 -0.354274
72.7852 1.25214 -0.689652 -0.402734
72.8689 1.28735 -0.6357 -0.446419
72.9528 1.32063 -0.581035 -0.485567
73.0369 1.35172 -0.525818 -0.520402
73.1211 1.38038 -0.47018 -0.551126
73.2056 1.40639 -0.414223 -0.577923
73.2901 1.42955 -0.358031 -0.600954
73.3748 1.44966 -0.301665 -0.620362
73.4596 1.46656 -0.245175 -0.636265
73.5445 1.48012 -0.188597 -0.648762
73.6295 1.49024 -0.131959 -0.657931
73.7145 1.49682 -0.0752805 -0.66383
73.7996 1.49981 -0.0185774 -0.666494
73.8846 1.49918 0.0381372 -0.665939
73.9697 1.49495 0.0948508 -0.662161
74.0548 1.48714 0.15155 -0.655133
74.1398 1.47581 0.208217 -0.64481
74.2247 1.46105 0.264829 -0.631126
74.3096 1.44299 0.321357 -0.613991
74.3944 1.42176 0.377759 -0.593297
74.4791 1.39754 0.433981 -0.568914
74.5636 1.37051 0.489954 -0.540688
74.648 1.34088 0.545588 -0.508446
74.7323 1.30889 0.600769 -0.471993
74.8164 1.27479 0.655355 -0.431115
74.9002 1.23883 0.709169 -0.385577
74.9839 1.20129 0.761997 -0.335128
75.0673 1.16246 0.813574 -0.279505
75.1505 1.12261 0.863586 -0.218435
75.2334 1.08204 0.911652 -0.151644
75.316 1.04105 0.957324 -0.0788665
75.3984 0.999928 1.00007 0.000143976
75.4804 0.958958 1.03928 0.0855977
75.5621 0.918422 1.07423 0.177649
75.6435 0.878592 1.10412 0.276369
75.7245 0.83973 1.12802 0.381718
75.8052 0.802083 1.14492 0.493508
75.8855 0.765885 1.15371 0.611359
75.9654 0.731353 1.1532 0.734658
76.045 0.698688 1.14218 0.862507
76.1242 0.668072 1.11943 0.993687
76.203 0.639669 1.08382 1.12662
76.2814 0.613623 1.03436 1.25933
76.3594 0.590057 0.970292 1.3895
76.4371 0.56908 0.891227 1.51445
76.5144 0.550777 0.797206 1.63124
76.5915 0.535218 0.688806 1.73679
76.6682 0.522458 0.567195 1.82806
76.7446 0.512535 0.434148 1.90217
76.8209 0.505477 0.29201 1.95666
76.897 0.501297 0.143612 1.98965
76.973 0.500004 -0.00787492 1.99997
77.0489 0.501595 -0.15911 1.98728
77.1249 0.506062 -0.306777 1.95208
77.201 0.513391 -0.447769 1.89567
77.2772 0.523557 -0.579358 1.82003
77.3536 0.536528 -0.699312 1.72767
77.4303 0.552261 -0.805971 1.62148
77.5073 0.570699 -0.898273 1.50447
77.5846 0.591771 -0.975723 1.37969
77.6622 0.615389 -1.03834 1.24998
77.7402 0.641448 -1.08655 1.11794
77.8185 0.669826 -1.12113 0.985849
77.8973 0.700381 -1.14305 0.855588
77.9764 0.732953 -1.15345 0.728686
78.0559 0.767364 -1.15352 0.606324
78.1357 0.803418 -1.14445 0.489364
78.216 0.840902 -1.12739 0.3784
78.2966 0.879586 -1.10344 0.273797
78.3776 0.919228 -1.07358 0.175738
78.4589 0.959572 -1.03872 0.0842628
78.5405 1.00035 -0.99965 -0.000699877
78.6225 1.04129 -0.957071 -0.0792989
78.7048 1.0821 -0.911588 -0.151739
78.7873 1.1225 -0.863721 -0.218259
78.8702 1.16219 -0.813912 -0.279118
78.9533 1.2009 -0.762533 -0.334583
79.0367 1.23833 -0.709898 -0.384921
79.1203 1.2742 -0.656266 -0.430389
79.2041 1.30824 -0.601851 -0.471231
79.2881 1.34019 -0.546826 -0.507678
79.3723 1.36981 -0.491335 -0.539939
79.4567 1.39685 -0.435488 -0.568206
79.5412 1.42111 -0.379377 -0.592649
79.6259 1.44239 -0.323071 -0.613416
79.7106 1.46053 -0.266623 -0.630636
79.7955 1.47538 -0.210075 -0.644415
79.8804 1.48681 -0.153457 -0.65484
79.9654 1.49474 -0.0967914 -0.661974
80.0505 1.4991 -0.040096 -0.665863
80.1355 1.49984 0.0166157 -0.666529
80.2206 1.49698 0.0733312 -0.663975
80.3057 1.49052 0.130037 -0.658185
80.3907 1.48052 0.186719 -0.649119
80.4757 1.46705 0.243355 -0.63672
80.5606 1.45023 0.299919 -0.620906
80.6454 1.43018 0.356374 -0.601577
80.7302 1.40707 0.412672 -0.57861
80.8148 1.38108 0.468749 -0.551861
80.8992 1.35242 0.524524 -0.521165
80.9835 1.3213 0.579892 -0.486335
81.0677 1.28796 0.634722 -0.447162
81.1516 1.25268 0.688853 -0.403421
81.2354 1.21571 0.742083 -0.354866
81.3189 1.17733 0.794169 -0.301238
81.4021 1.13783 0.844815 -0.242267
81.4851 1.0975 0.893669 -0.177679
81.5679 1.05664 0.940307 -0.107204
81.6503 1.01553 0.984232 -0.0305856
81.7325 0.974468 1.02486 0.0524015
81.8143 0.933735 1.06152 0.141935
81.8958 0.893606 1.09343 0.238123
81.977 0.854347 1.11972 0.34097
82.0578 0.81621 1.1394 0.450349
82.1383 0.779436 1.1514 0.565959
82.2183 0.744247 1.15456 0.68728
82.298 0.710851 1.14767 0.813528
82.3774 0.679438 1.12952 0.94361
82.4563 0.650177 1.09892 1.07609
82.5349 0.62322 1.05481 1.20914
82.613 0.5987 0.996355 1.34057
82.6909 0.576729 0.923003 1.46783
82.7683 0.557402 0.83462 1.58807
82.8455 0.540795 0.731572 1.69826
82.9223 0.526968 0.614798 1.7953
82.9988 0.515965 0.485843 1.87623
83.0751 0.507817 0.346845 1.93843
83.1513 0.502544 0.200464 1.97975
83.2273 0.500155 0.049761 1.99876
83.3033 0.500652 -0.101966 1.99479
83.3792 0.504029 -0.251367 1.96802
83.4553 0.510274 -0.395238 1.91946
83.5314 0.519367 -0.530687 1.85084
83.6078 0.531278 -0.655283 1.76451
83.6844 0.545969 -0.767144 1.66321
83.7612 0.563388 -0.864982 1.54995
83.8384 0.58347 -0.948092 1.42777
83.9159 0.606133 -1.01631 1.2996
83.9937 0.63128 -1.06991 1.16817
84.0719 0.658794 -1.10955 1.03585
84.1505 0.68854 -1.13615 0.904696
84.2295 0.720367 -1.15079 0.776363
84.3089 0.754102 -1.15463 0.65216
84.3886 0.789557 -1.14889 0.533066
84.4687 0.826524 -1.13473 0.419773
84.5492 0.864781 -1.11327 0.312725
84.63 0.904089 -1.08555 0.212172
84.7112 0.944197 -1.05248 0.118201
84.7927 0.984843 -1.01492 0.0307813
84.8745 1.02575 -0.973601 -0.0502109
84.9567 1.06664 -0.929154 -0.124961
85.0391 1.10723 -0.882136 -0.193698
85.1219 1.14723 -0.833016 -0.256674
85.2049 1.18635 -0.782193 -0.314154
85.2882 1.2243 -0.730002 -0.366407
85.3717 1.26079 -0.67672 -0.413693
85.4554 1.29556 -0.62258 -0.456263
85.5394 1.32833 -0.567768 -0.494352
85.6235 1.35886 -0.512439 -0.528178
85.7078 1.3869 -0.456715 -0.557939
85.7923 1.41224 -0.400695 -0.583814
85.8769 1.43468 -0.344456 -0.60596
85.9616 1.45403 -0.288056 -0.624512
86.0465 1.47014 -0.231542 -0.639586
86.1314 1.48288 -0.174948 -0.651274
86.2163 1.49215 -0.118298 -0.659651
86.3014 1.49787 -0.0616123 -0.664767
86.3864 1.49999 -0.00490524 -0.666655
86.4715 1.49849 0.0518102 -0.665324
86.5566 1.49339 0.108522 -0.660765
86.6416 1.48472 0.165215 -0.652948
86.7266 1.47256 0.221871 -0.641822
86.8116 1.457 0.278466 -0.627314
86.8964 1.43816 0.334967 -0.609332
86.9812 1.41619 0.391331 -0.587762
87.0659 1.39127 0.447501 -0.562467
87.1504 1.3636 0.503401 -0.533289
87.2347 1.33338 0.558937 -0.500051
87.3189 1.30086 0.613989 -0.462552
87.403 1.26628 0.668407 -0.420572
87.4868 1.22992 0.722004 -0.373873
87.5704 1.19204 0.774556 -0.322202
87.6538 1.15293 0.825788 -0.265291
87.7369 1.11288 0.875367 -0.202866
87.8197 1.07219 0.9229 -0.134656
87.9023 1.03114 0.967919 -0.0603976
87.9845 0.990026 1.00987 0.0201488
88.0665 0.949135 1.04812 0.107181
88.1481 0.908745 1.08194 0.200837
88.2294 0.869125 1.11047 0.301164
88.3104 0.830534 1.13278 0.40809
88.391 0.793215 1.14783 0.521384
88.4712 0.757399 1.15448 0.640614
88.551 0.7233 1.15155 0.765104
88.6305 0.691113 1.13781 0.893881
88.7096 0.661017 1.11206 1.02564
88.7883 0.633169 1.0732 1.15871
88.8666 0.60771 1.02027 1.29104
88.9446 0.58476 0.95261 1.42021
89.0222 0.56442 0.869916 1.54346
89.0994 0.546772 0.772355 1.65783
89.1763 0.531884 0.66064 1.76022
89.253 0.519805 0.536087 1.8476
89.3294 0.510571 0.400613 1.91718
89.4056 0.504205 0.256692 1.96664
89.4817 0.500721 0.107249 1.99424
89.5576 0.500124 -0.044485 1.99901
89.6336 0.502409 -0.195158 1.98082
89.7096 0.507568 -0.341488 1.94036
89.7857 0.515583 -0.480447 1.8791
89.862 0.526429 -0.609414 1.79919
89.9385 0.54007 -0.726291 1.70322
90.0152 0.556461 -0.829564 1.59414
90.0923 0.575541 -0.91831 1.47499
90.1696 0.597236 -0.992166 1.34876
90.2473 0.621452 -1.05125 1.21827
90.3254 0.648083 -1.0961 1.08603
90.4039 0.676999 -1.12753 0.954214
90.4827 0.708056 -1.14657 0.824637
90.5619 0.741088 -1.15437 0.698735
90.6415 0.775914 -1.15212 0.577606
90.7214 0.812332 -1.14102 0.462047
90.8018 0.850127 -1.12221 0.35259
90.8825 0.889065 -1.09674 0.249555
90.9635 0.9289 -1.0656 0.153084
91.0449 0.969373 -1.02966 0.0631887
91.1266 1.01022 -0.989682 -0.0202237
91.2087 1.05115 -0.946351 -0.0973175
91.291 1.09189 -0.900248 -0.168307
91.3736 1.13214 -0.851875 -0.233438
91.4566 1.17163 -0.801656 -0.292973
91.5397 1.21005 -0.749948 -0.347178
91.6232 1.24713 -0.697051 -0.396318
91.7068 1.28259 -0.643212 -0.440649
91.7907 1.31615 -0.588635 -0.480412
91.8748 1.34756 -0.533487 -0.515831
91.959 1.37657 -0.4779 -0.547113
92.0434 1.40296 -0.421982 -0.574443
92.128 1.42652 -0.365818 -0.597986
92.2126 1.44706 -0.309474 -0.617887
92.2974 1.46442 -0.252998 -0.634269
92.3823 1.47845 -0.196431 -0.647232
92.4673 1.48905 -0.1398 -0.656859
92.5523 1.49612 -0.0831255 -0.663207
92.6373 1.49961 -0.026425 -0.666317
92.7224 1.49948 0.0302887 -0.666208
92.8075 1.49575 0.0870032 -0.662876
92.8925 1.48843 0.143705 -0.656301
92.9776 1.47758 0.200378 -0.646438
93.0625 1.4633 0.256999 -0.633223
93.1474 1.44568 0.313541 -0.616572
93.2322 1.42488 0.369963 -0.596378
93.3169 1.40106 0.426214 -0.572513
93.4015 1.37441 0.482227 -0.544829
93.4859 1.34513 0.537914 -0.513154
93.5702 1.31345 0.593165 -0.477296
93.6543 1.27963 0.647843 -0.437044
93.7382 1.24391 0.701776 -0.392165
93.8219 1.20657 0.754755 -0.342411
93.9053 1.1679 0.806523 -0.28752
93.9885 1.12817 0.856772 -0.22722
94.0715 1.08769 0.905132 -0.161238
94.1542 1.04674 0.951165 -0.0893038
94.2365 1.00562 0.994353 -0.0111694
94.3186 0.964608 1.03409 0.073382
94.4004 0.923995 1.06968 0.164514
94.4818 0.884052 1.10032 0.26231
94.5629 0.845041 1.12511 0.36675
94.6436 0.807211 1.14304 0.477666
94.724 0.770799 1.15302 0.59471
94.804 0.736025 1.15387 0.717301
94.8836 0.70309 1.14437 0.844586
94.9628 0.672181 1.12332 0.97539
95.0417 0.643462 1.08955 1.10819
95.1201 0.617082 1.04206 1.24106
95.1982 0.593166 0.980047 1.37174
95.2759 0.571825 0.903066 1.49757
95.3533 0.553147 0.811093 1.61567
95.4304 0.537205 0.704627 1.72297
95.5071 0.524055 0.584752 1.81639
95.5836 0.513738 0.45316 1.89303
95.6599 0.506282 0.312121 1.95037
95.736 0.501704 0.164406 1.98642
95.812 0.500011 0.013149 1.99991
95.888 0.501203 -0.138321 1.9904
95.9639 0.505273 -0.286673 1.95826
96.04 0.512207 -0.428763 1.90467
96.1162 0.521982 -0.561798 1.83155
96.1926 0.534567 -0.683474 1.74134
96.2692 0.549921 -0.79205 1.63688
96.3462 0.567989 -0.88638 1.5212
96.4234 0.588701 -0.965896 1.39731
96.501 0.611973 -1.03055 1.26812
96.5789 0.637701 -1.08071 1.13627
96.6572 0.665766 -1.11712 1.00406
96.7359 0.696029 -1.14073 0.873444
96.815 0.728332 -1.15265 0.746
96.8944 0.7625 -1.15408 0.622951
96.9742 0.798339 -1.1462 0.505202
97.0544 0.835638 -1.13019 0.393382
97.135 0.87417 -1.10713 0.287884
97.2159 0.913695 -1.07803 0.188915
97.2972 0.953957 -1.04381 0.0965304
97.3788 0.994691 -1.00528 0.0106739
97.4607 1.03562 -0.963149 -0.0687946
97.5429 1.07647 -0.918035 -0.142073
97.6254 1.11694 -0.87047 -0.209397
97.7083 1.15675 -0.820906 -0.271024
97.7913 1.19561 -0.769725 -0.32722
97.8747 1.23324 -0.717247 -0.378251
97.9582 1.26934 -0.663739 -0.424378
98.042 1.30365 -0.609421 -0.465847
98.126 1.33591 -0.554472 -0.502889
98.2102 1.36586 -0.499037 -0.535717
98.2946 1.39327 -0.443234 -0.564526
98.3791 1.41793 -0.387155 -0.589489
98.4637 1.43963 -0.330872 -0.610756
98.5484 1.45822 -0.274441 -0.62846
98.6333 1.47352 -0.217905 -0.64271
98.7182 1.48544 -0.161295 -0.653595
98.8032 1.49385 -0.104635 -0.661181
98.8883 1.49871 -0.0479428 -0.665517
98.9733 1.49996 0.00876738 -0.666628
99.0584 1.49759 0.0654831 -0.664521
99.1435 1.49162 0.122191 -0.65918
99.2285 1.48211 0.178877 -0.650571
99.3135 1.46912 0.235521 -0.638637
99.3984 1.45275 0.292097 -0.623301
99.4832 1.43314 0.34857 -0.604465
99.568 1.41045 0.404893 -0.58201
99.6526 1.38484 0.461005 -0.555794
99.7371 1.35653 0.516827 -0.525655
99.8214 1.32574 0.572259 -0.491408
99.9056 1.2927 0.627172 -0.45285
99.9896 1.25767 0.681411 -0.409755
100.073 1.22091 0.734779 -0.361881
100.157 1.18271 0.78704 -0.308971
100.24 1.14335 0.837905 -0.250756
100.323 1.10312 0.88703 -0.186962
100.406 1.06231 0.934003 -0.117317
100.489 1.02122 0.978336 -0.041563
100.571 0.980137 1.01946 0.0405308
100.653 0.939342 1.05671 0.129151
100.734 0.899113 1.08933 0.224414
100.815 0.859718 1.11645 0.326344
100.896 0.821411 1.13711 0.434833
100.977 0.784435 1.15024 0.549606
101.057 0.749014 1.1547 0.670177
101.137 0.715359 1.14927 0.7958
101.216 0.68366 1.13275 0.92543
101.295 0.654092 1.10393 1.05767
101.374 0.626808 1.06175 1.19077
101.452 0.601944 1.00532 1.32257
101.53 0.579614 0.934052 1.45057
101.607 0.559916 0.847739 1.57196
101.684 0.542929 0.746677 1.68373
101.761 0.528714 0.631724 1.78277
101.838 0.517318 0.504341 1.8661
101.914 0.508773 0.366585 1.93102
101.99 0.503102 0.221051 1.97534
102.066 0.500313 0.0707525 1.99749
102.142 0.500411 -0.0810333 1.99671
102.218 0.503391 -0.230953 1.97306
102.294 0.50924 -0.37577 1.92742
102.37 0.51794 -0.512541 1.86145
102.447 0.529463 -0.638764 1.77741
102.523 0.543772 -0.752478 1.67801
102.6 0.560818 -0.852311 1.56622
102.677 0.580535 -0.93748 1.4451
102.755 0.602847 -1.00775 1.31759
102.832 0.627656 -1.06334 1.18646
102.911 0.65485 -1.10487 1.05414
102.989 0.684296 -1.13321 0.922711
103.068 0.715845 -1.14943 0.793901
103.147 0.749327 -1.1547 0.669061
103.227 0.784556 -1.15021 0.549214
103.307 0.821326 -1.13715 0.435086
103.388 0.859418 -1.11664 0.327155
103.468 0.898596 -1.08972 0.225695
103.549 0.938609 -1.05735 0.130813
103.631 0.979196 -1.02036 0.0424918
103.713 1.02009 -0.979519 -0.03938
103.795 1.061 -0.93547 -0.114981
103.877 1.10165 -0.888777 -0.184535
103.96 1.14174 -0.839923 -0.248293
104.043 1.181 -0.789314 -0.306518
104.126 1.21912 -0.737295 -0.359478
104.21 1.25584 -0.68415 -0.407436
104.293 1.29086 -0.630116 -0.450644
104.377 1.32392 -0.575387 -0.48934
104.461 1.35478 -0.520121 -0.523743
104.546 1.38318 -0.464446 -0.554056
104.63 1.40891 -0.408462 -0.580459
104.715 1.43175 -0.352249 -0.603112
104.799 1.45154 -0.295869 -0.622154
104.884 1.46811 -0.239368 -0.637703
104.969 1.48132 -0.182783 -0.649856
105.054 1.49108 -0.12614 -0.658687
105.139 1.49729 -0.069458 -0.664252
105.224 1.49991 -0.0127531 -0.666585
105.309 1.49891 0.0439619 -0.6657
105.394 1.49431 0.100675 -0.661589
105.479 1.48613 0.157371 -0.654226
105.564 1.47445 0.214034 -0.643561
105.649 1.45935 0.270639 -0.629527
105.734 1.44096 0.327156 -0.612032
105.819 1.41941 0.383542 -0.590965
105.904 1.39489 0.439742 -0.566195
105.988 1.36758 0.495685 -0.537565
106.073 1.3377 0.551278 -0.5049
106.157 1.30549 0.606405 -0.468003
106.241 1.27118 0.66092 -0.426657
106.325 1.23505 0.714644 -0.380626
106.408 1.19736 0.767356 -0.329658
106.492 1.15841 0.818789 -0.273488
106.575 1.11847 0.868619 -0.211843
106.658 1.07785 0.916461 -0.14445
106.74 1.03683 0.961858 -0.0710433
106.823 0.995708 1.00427 0.00862001
106.905 0.95477 1.04308 0.0947453
106.986 0.914294 1.07755 0.187479
107.068 0.874552 1.10687 0.286885
107.149 0.835803 1.1301 0.392907
107.229 0.798295 1.14622 0.50534
107.31 0.762258 1.1541 0.623784
107.39 0.727909 1.15257 0.747596
107.469 0.695447 1.1404 0.87585
107.548 0.665051 1.11639 1.00729
107.627 0.636883 1.07939 1.14029
107.705 0.611086 1.02846 1.27286
107.783 0.587782 0.962867 1.40262
107.861 0.567075 0.882255 1.52687
107.938 0.549051 0.786721 1.64265
108.015 0.533778 0.676901 1.74688
108.092 0.521308 0.554023 1.83651
108.168 0.511678 0.419925 1.90871
108.245 0.504915 0.277007 1.96107
108.321 0.501032 0.128141 1.99176
108.397 0.500034 -0.0234753 1.99972
