Number	Sin		Cos
1	0.841471	0.540302
2	0.909297	-0.416147
3	0.14112	-0.989992
4	-0.756802	-0.653644
5	-0.958924	0.283662
6.28	-0.0031853	0.999995
0.5	0.479426	0.877583
-1	-0.841471	0.540302
-2.5	-0.598472	-0.801144
10	-0.544021	-0.839072
20	0.912945	0.408082
30	-0.988032	0.154251
50	-0.262375	0.964966
100	-0.506366	0.862319
0.001	0.001	1
3.14159	2.65359e-06	-1
